market,arrival_date,arrivals_tonnes,variety,minimum_price,maximum_price,modal_price
Channapatana,14/10/2017,2.0,Tomato,1500,2000,1700
Channapatana,16/10/2017,2.0,Tomato,1650,2300,2000
Channapatana,17/10/2017,1.0,Tomato,2000,3500,2500
Channapatana,18/10/2017,1.0,Tomato,2000,3000,2350
Channapatana,19/10/2017,1.0,Tomato,2000,3000,2450
Channapatana,20/10/2017,1.0,Tomato,2000,3500,2750
Channapatana,23/10/2017,2.0,Tomato,2000,3500,2750
Channapatana,24/10/2017,1.0,Tomato,2000,3500,3000
Channapatana,25/10/2017,1.0,Tomato,2000,3500,2750
Channapatana,26/10/2017,1.0,Tomato,1900,3500,2400
Channapatana,27/10/2017,1.0,Tomato,2000,3500,2500
Channapatana,28/10/2017,2.0,Tomato,1800,3500,2400
Channapatana,30/10/2017,1.0,Tomato,1900,3500,2500
Channapatana,31/10/2017,1.0,Tomato,1900,3400,2000
Chickkaballapura,1/10/2017,22.0,Tomato,530,1200,900
Chickkaballapura,2/10/2017,19.0,Tomato,750,1800,1200
Chickkaballapura,3/10/2017,21.0,Tomato,610,1450,1070
Chickkaballapura,4/10/2017,22.0,Tomato,600,1700,1000
Chickkaballapura,6/10/2017,22.0,Tomato,600,1700,1000
Chickkaballapura,7/10/2017,31.0,Tomato,750,2300,1530
Chickkaballapura,8/10/2017,22.0,Tomato,510,2050,1790
Chickkaballapura,9/10/2017,24.0,Tomato,410,1800,1580
Chickkaballapura,10/10/2017,21.0,Tomato,410,2050,1800
Chickkaballapura,11/10/2017,20.0,Tomato,510,2300,1800
Chickkaballapura,13/10/2017,21.0,Tomato,560,2400,2000
Chickkaballapura,14/10/2017,21.0,Tomato,760,2400,2000
Chickkaballapura,15/10/2017,18.0,Tomato,760,2600,2000
Chickkaballapura,16/10/2017,19.0,Tomato,1150,3070,2300
Chickkaballapura,17/10/2017,18.0,Tomato,920,2970,2300
Chickkaballapura,18/10/2017,19.0,Tomato,1070,3070,2000
Chickkaballapura,20/10/2017,13.0,Tomato,1070,3070,2300
Chickkaballapura,21/10/2017,11.0,Tomato,1020,3070,2300
Chickkaballapura,22/10/2017,12.0,Tomato,1020,3070,2300
Chickkaballapura,23/10/2017,12.0,Tomato,1020,3380,2600
Chickkaballapura,24/10/2017,13.0,Tomato,1000,3070,2300
Chickkaballapura,25/10/2017,11.0,Tomato,1020,3070,2300
Chickkaballapura,27/10/2017,13.0,Tomato,1000,2900,2300
Chickkaballapura,28/10/2017,14.0,Tomato,1070,3200,2300
Chickkaballapura,29/10/2017,13.0,Tomato,1000,3000,2800
Chickkaballapura,30/10/2017,13.0,Tomato,1000,3070,2400
Chickkaballapura,31/10/2017,12.0,Tomato,1000,3300,2800
Chikkamagalore,4/10/2017,51.0,Tomato,1029,1329,1129
Chikkamagalore,6/10/2017,90.0,Tomato,1028,1328,1128
Chikkamagalore,7/10/2017,34.0,Tomato,1230,1430,1330
Chikkamagalore,9/10/2017,97.0,Tomato,1063,1363,1163
Chikkamagalore,10/10/2017,54.0,Tomato,1029,1229,1129
Chikkamagalore,11/10/2017,39.0,Tomato,1022,1322,1122
Chikkamagalore,12/10/2017,13.0,Tomato,1032,1332,1132
Chikkamagalore,13/10/2017,45.0,Tomato,1588,1888,1688
Chikkamagalore,16/10/2017,79.0,Tomato,1625,1925,1725
Chikkamagalore,17/10/2017,31.0,Tomato,1285,1585,1385
Chikkamagalore,19/10/2017,61.0,Tomato,1197,1497,1397
Chikkamagalore,21/10/2017,62.0,Tomato,1630,1930,1730
Chintamani,19/10/2017,165.0,Tomato,1200,3400,2100
Chintamani,20/10/2017,125.0,Tomato,1400,4000,3000
Chintamani,21/10/2017,110.0,Tomato,1333,4000,3000
Chintamani,22/10/2017,115.0,Tomato,1333,4000,3000
Chintamani,23/10/2017,120.0,Tomato,1333,4400,3466
Chintamani,24/10/2017,125.0,Tomato,1400,4000,3000
Chintamani,25/10/2017,110.0,Tomato,1333,4000,3000
Chintamani,26/10/2017,125.0,Tomato,1333,4000,3000
Chintamani,27/10/2017,130.0,Tomato,1333,3866,3000
Chintamani,28/10/2017,135.0,Tomato,1400,4200,3000
Chintamani,30/10/2017,130.0,Tomato,1333,4000,3200
Davangere,3/10/2017,4.0,Tomato,400,700,550
Davangere,4/10/2017,4.0,Tomato,400,600,500
Davangere,6/10/2017,3.0,Tomato,600,750,675
Davangere,7/10/2017,4.0,Tomato,600,750,675
Davangere,10/10/2017,3.0,Tomato,1100,1250,1175
Davangere,11/10/2017,3.0,Tomato,1200,1400,1300
Davangere,12/10/2017,4.0,Tomato,900,1250,1075
Davangere,13/10/2017,4.0,Tomato,900,1100,1000
Davangere,17/10/2017,4.0,Tomato,1250,1500,1375
Davangere,19/10/2017,3.0,Tomato,1200,1600,1400
Davangere,21/10/2017,2.0,Tomato,1400,1700,1550
Davangere,24/10/2017,3.0,Tomato,1500,1700,1600
Davangere,25/10/2017,3.0,Tomato,1600,1800,1700
Davangere,26/10/2017,3.0,Tomato,1700,2000,1850
Davangere,27/10/2017,3.0,Tomato,1700,2000,1850
Davangere,28/10/2017,3.0,Tomato,1700,2000,1850
Davangere,31/10/2017,3.0,Tomato,1900,2200,2000
Doddaballa Pur,3/10/2017,1.0,Tomato,800,1000,900
Doddaballa Pur,4/10/2017,2.0,Tomato,800,1000,900
Doddaballa Pur,6/10/2017,2.0,Tomato,800,1000,900
Doddaballa Pur,7/10/2017,2.0,Tomato,800,1000,900
Doddaballa Pur,9/10/2017,1.0,Tomato,800,1000,900
Doddaballa Pur,10/10/2017,1.0,Tomato,800,1000,900
Doddaballa Pur,11/10/2017,1.0,Tomato,800,1000,900
Doddaballa Pur,12/10/2017,2.0,Tomato,800,1000,900
Doddaballa Pur,13/10/2017,1.0,Tomato,800,1000,900
Doddaballa Pur,16/10/2017,1.0,Tomato,800,1000,900
Doddaballa Pur,17/10/2017,1.0,Tomato,800,1000,900
Doddaballa Pur,19/10/2017,2.0,Tomato,1000,2000,1500
Doddaballa Pur,21/10/2017,2.0,Tomato,1000,1500,1200
Doddaballa Pur,23/10/2017,1.0,Tomato,1500,2000,1700
Doddaballa Pur,24/10/2017,2.0,Tomato,1500,2000,1700
Doddaballa Pur,25/10/2017,1.0,Tomato,1500,2000,1700
Doddaballa Pur,26/10/2017,2.0,Tomato,1500,2000,1700
Doddaballa Pur,27/10/2017,1.0,Tomato,1500,2000,1700
Doddaballa Pur,28/10/2017,2.0,Tomato,1500,2000,1700
Doddaballa Pur,30/10/2017,1.0,Tomato,1500,2000,1700
Doddaballa Pur,31/10/2017,2.0,Tomato,1500,2000,1700
Gowribidanoor,6/10/2017,8.0,Tomato,600,800,700
Gowribidanoor,21/10/2017,10.0,Tomato,400,700,600
Gowribidanoor,26/10/2017,8.0,Tomato,700,900,800
Gundlupet,3/10/2017,40.0,Tomato,500,700,700
Gundlupet,4/10/2017,10.0,Tomato,1000,1000,1000
Gundlupet,6/10/2017,3.0,Tomato,500,1000,500
Gundlupet,9/10/2017,42.0,Tomato,500,1700,500
Gundlupet,10/10/2017,9.0,Tomato,600,1500,1500
Gundlupet,11/10/2017,18.0,Tomato,1500,1600,1500
Gundlupet,12/10/2017,14.0,Tomato,1500,1500,1500
Gundlupet,13/10/2017,15.0,Tomato,1000,1900,1000
Gundlupet,16/10/2017,28.0,Tomato,1000,2467,1000
Hassan,4/10/2017,11.0,Tomato,872,1000,1000
Hassan,6/10/2017,6.0,Tomato,620,1000,1000
Hassan,7/10/2017,1.0,Tomato,1000,1000,1000
Hassan,9/10/2017,3.0,Tomato,1500,1500,1500
Hassan,10/10/2017,5.0,Tomato,1000,1250,1200
Hassan,11/10/2017,12.0,Tomato,881,1030,912
Hassan,12/10/2017,1.0,Tomato,1000,1000,1000
Hassan,17/10/2017,14.0,Tomato,898,1333,914
Hassan,23/10/2017,4.0,Tomato,1000,2800,2500
Hassan,24/10/2017,3.0,Tomato,1913,3000,2500
Hassan,25/10/2017,9.0,Tomato,1800,2000,2000
Honnali,27/10/2017,3.0,Tomato,1500,2000,1800
Honnali,30/10/2017,4.0,Tomato,1500,2000,1800
Hospet,3/10/2017,24.0,Tomato,500,1000,600
Hospet,11/10/2017,24.0,Tomato,500,900,600
Hospet,16/10/2017,16.0,Tomato,600,800,700
Hospet,17/10/2017,7.0,Tomato,700,1200,1000
Hospet,24/10/2017,18.0,Tomato,600,800,800
Hospet,25/10/2017,9.0,Tomato,600,1200,1000
Hospet,31/10/2017,14.0,Tomato,700,700,700
K.R.Nagar,3/10/2017,8.0,Tomato,1000,1000,1000
K.R.Nagar,4/10/2017,4.0,Tomato,1000,1000,1000
K.R.Nagar,6/10/2017,4.0,Tomato,1000,1000,1000
K.R.Nagar,7/10/2017,4.0,Tomato,1000,1000,1000
K.R.Nagar,9/10/2017,2.0,Tomato,1000,1000,1000
K.R.Nagar,10/10/2017,1.0,Tomato,1000,1000,1000
K.R.Nagar,11/10/2017,2.0,Tomato,1000,1000,1000
K.R.Nagar,12/10/2017,2.0,Tomato,1000,1000,1000
K.R.Nagar,13/10/2017,2.0,Tomato,1000,1000,1000
Kolar,2/10/2017,118.0,Tomato,467,2334,1400
Malur,6/10/2017,11.0,Tomato,400,2000,1000
Malur,16/10/2017,7.0,Tomato,500,2000,1000
Malur,24/10/2017,5.0,Tomato,500,2500,1000
Malur,28/10/2017,30.0,Tomato,600,4000,2500
Malur,31/10/2017,93.0,Tomato,500,3000,1500
Mulabagilu,1/10/2017,39.0,Tomato,500,2000,1235
Mulabagilu,2/10/2017,23.0,Tomato,500,2000,1235
Mulabagilu,3/10/2017,27.0,Tomato,500,2065,1265
Mulabagilu,4/10/2017,22.0,Tomato,500,2000,1235
Mulabagilu,5/10/2017,28.0,Tomato,500,2335,1400
Mulabagilu,6/10/2017,26.0,Tomato,665,2665,1665
Mulabagilu,7/10/2017,22.0,Tomato,500,2665,1565
Mulabagilu,8/10/2017,14.0,Tomato,500,2665,1565
Mulabagilu,9/10/2017,28.0,Tomato,335,2000,1665
Mulabagilu,10/10/2017,16.0,Tomato,665,3135,1900
Mulabagilu,11/10/2017,14.0,Tomato,1000,3335,2165
Mulabagilu,12/10/2017,12.0,Tomato,1000,3335,2165
Mulabagilu,13/10/2017,12.0,Tomato,1000,4000,2500
Mulabagilu,14/10/2017,9.0,Tomato,1000,3665,2335
Mulabagilu,15/10/2017,13.0,Tomato,1000,4000,2500
Mulabagilu,16/10/2017,12.0,Tomato,1000,4135,2565
Mulabagilu,17/10/2017,17.0,Tomato,665,3335,2000
Mulabagilu,18/10/2017,6.0,Tomato,665,3335,2000
Mulabagilu,19/10/2017,12.0,Tomato,665,3400,2035
Mulabagilu,20/10/2017,15.0,Tomato,665,3335,2000
Mulabagilu,21/10/2017,13.0,Tomato,665,3465,2065
Mulabagilu,22/10/2017,15.0,Tomato,665,3665,2165
Mulabagilu,23/10/2017,18.0,Tomato,665,3800,2235
Mulabagilu,24/10/2017,11.0,Tomato,1000,4000,2500
Mulabagilu,25/10/2017,11.0,Tomato,1000,4000,2500
Mulabagilu,26/10/2017,10.0,Tomato,1000,4000,2500
Mulabagilu,27/10/2017,10.0,Tomato,1000,4000,2500
Mulabagilu,28/10/2017,15.0,Tomato,665,3335,2000
Mulabagilu,29/10/2017,13.0,Tomato,665,3465,2065
Mulabagilu,30/10/2017,13.0,Tomato,665,3335,2000
Mulabagilu,31/10/2017,14.0,Tomato,665,3335,2000
Mysore (Bandipalya),15/10/2017,103.0,Tomato,2000,2200,2100
Nagamangala,6/10/2017,4.0,Tomato,750,750,750
Ramanagara,2/10/2017,4.0,Tomato,1400,1600,1500
Ramanagara,3/10/2017,6.0,Tomato,1400,1800,1600
Ramanagara,4/10/2017,4.0,Tomato,1400,1600,1500
Ramanagara,5/10/2017,4.0,Tomato,1400,1600,1500
Ramanagara,6/10/2017,9.0,Tomato,1400,1600,1500
Ramanagara,7/10/2017,4.0,Tomato,1400,1800,1600
Ramanagara,9/10/2017,3.0,Tomato,2000,2500,2250
Ramanagara,10/10/2017,5.0,Tomato,2000,2500,2250
Ramanagara,11/10/2017,4.0,Tomato,2000,2500,2250
Ramanagara,12/10/2017,6.0,Tomato,1600,2000,1800
Ramanagara,13/10/2017,3.0,Tomato,1800,2200,2000
Ramanagara,14/10/2017,3.0,Tomato,2000,3000,2500
Srinivasapur,1/10/2017,17.0,Tomato,333,1333,533
Srinivasapur,2/10/2017,9.0,Tomato,333,1533,1000
Srinivasapur,3/10/2017,9.0,Tomato,333,1533,1000
Srinivasapur,4/10/2017,4.0,Tomato,267,1666,800
Srinivasapur,5/10/2017,10.0,Tomato,600,1667,733
Srinivasapur,6/10/2017,14.0,Tomato,667,2000,866
Srinivasapur,7/10/2017,4.0,Tomato,866,1667,1000
Srinivasapur,8/10/2017,15.0,Tomato,800,2000,1000
Srinivasapur,9/10/2017,6.0,Tomato,533,2667,1733
Srinivasapur,10/10/2017,4.0,Tomato,800,2334,1000
Srinivasapur,11/10/2017,8.0,Tomato,1000,3000,2000
Srinivasapur,12/10/2017,4.0,Tomato,667,3333,2000
Srinivasapur,13/10/2017,14.0,Tomato,333,3333,1533
Srinivasapur,14/10/2017,8.0,Tomato,1000,3000,1333
Srinivasapur,15/10/2017,10.0,Tomato,867,3000,1200
Srinivasapur,16/10/2017,9.0,Tomato,667,3333,2000
Srinivasapur,18/10/2017,5.0,Tomato,1333,2834,1467
Srinivasapur,19/10/2017,9.0,Tomato,1400,3334,1533
Srinivasapur,20/10/2017,10.0,Tomato,667,2667,1733
Srinivasapur,21/10/2017,14.0,Tomato,333,3667,2000
Srinivasapur,22/10/2017,14.0,Tomato,1333,3200,1667
Srinivasapur,23/10/2017,41.0,Tomato,1000,3333,2334
Srinivasapur,24/10/2017,13.0,Tomato,1067,3866,2400
Srinivasapur,26/10/2017,12.0,Tomato,1400,4200,2660
Srinivasapur,27/10/2017,11.0,Tomato,1000,3333,2000
Srinivasapur,28/10/2017,28.0,Tomato,1334,3600,2000
Srinivasapur,29/10/2017,20.0,Tomato,1333,3867,2067
Srinivasapur,30/10/2017,12.0,Tomato,1534,3534,2000
Srinivasapur,31/10/2017,23.0,Tomato,1334,3333,2133
T. Narasipura,9/10/2017,1.0,Hybrid,2000,2000,2000
Udupi,4/10/2017,4.0,Tomato,1100,1300,1200
Udupi,11/10/2017,3.0,Tomato,1200,1400,1300
Bagepalli,2/11/2017,15.0,Tomato,752,1850,1245
Bagepalli,4/11/2017,19.0,Tomato,745,1950,1405
Bagepalli,9/11/2017,15.0,Tomato,840,2200,1365
Bagepalli,14/11/2017,17.0,Tomato,842,2600,1685
Bagepalli,15/11/2017,16.0,Tomato,852,2800,1682
Bagepalli,16/11/2017,19.0,Tomato,805,2800,1685
Bagepalli,18/11/2017,16.0,Tomato,780,2680,1840
Bagepalli,20/11/2017,14.0,Tomato,860,2800,1685
Bagepalli,21/11/2017,13.0,Tomato,863,1610,1274
Bagepalli,22/11/2017,13.0,Tomato,863,1610,1274
Bagepalli,23/11/2017,14.0,Tomato,863,1610,1274
Bagepalli,25/11/2017,16.0,Tomato,863,1610,1274
Bagepalli,27/11/2017,16.0,Tomato,863,1610,1274
Bagepalli,28/11/2017,16.0,Tomato,863,1610,1274
Bagepalli,29/11/2017,16.0,Tomato,863,1610,1274
Bagepalli,30/11/2017,18.0,Tomato,863,1610,1274
Bangarpet,1/11/2017,1.0,Tomato,300,3250,1980
Bangarpet,2/11/2017,1.0,Tomato,450,3380,2000
Bangarpet,3/11/2017,1.0,Tomato,450,2900,1700
Bangarpet,4/11/2017,1.0,Tomato,380,2750,1550
Bangarpet,6/11/2017,1.0,Tomato,450,3200,1950
Bangarpet,7/11/2017,1.0,Tomato,480,3350,2150
Bangarpet,8/11/2017,1.0,Tomato,500,3350,1550
Bangarpet,9/11/2017,1.0,Tomato,500,3250,1950
Bangarpet,10/11/2017,1.0,Tomato,550,3500,2000
Bangarpet,11/11/2017,2.0,Tomato,500,3650,2050
Bangarpet,13/11/2017,1.0,Tomato,600,3750,1950
Bangarpet,14/11/2017,1.0,Tomato,580,3000,1950
Bangarpet,15/11/2017,1.0,Tomato,550,3200,1580
Bangarpet,16/11/2017,1.0,Tomato,450,2950,1550
Bangarpet,17/11/2017,1.0,Tomato,600,2850,2200
Bangarpet,18/11/2017,1.0,Tomato,500,2950,1780
Bangarpet,20/11/2017,1.0,Tomato,550,2580,1850
Bangarpet,21/11/2017,1.0,Tomato,500,2950,1750
Bangarpet,23/11/2017,1.0,Tomato,450,2850,1550
Bangarpet,24/11/2017,1.0,Tomato,300,2750,1450
Bangarpet,25/11/2017,1.0,Tomato,550,2950,1950
Bangarpet,27/11/2017,1.0,Tomato,550,2750,1580
Bangarpet,28/11/2017,1.0,Tomato,450,2550,1580
Bangarpet,29/11/2017,1.0,Tomato,300,1800,1300
Bangarpet,30/11/2017,1.0,Tomato,300,2200,1350
Channapatana,1/11/2017,1.0,Tomato,1900,3300,2200
Channapatana,2/11/2017,1.0,Tomato,1800,3200,2100
Channapatana,3/11/2017,1.0,Tomato,1750,3400,2700
Channapatana,4/11/2017,1.0,Tomato,2000,3400,2500
Channapatana,6/11/2017,1.0,Tomato,1750,3000,2000
Channapatana,7/11/2017,1.0,Tomato,1700,3200,2200
Channapatana,8/11/2017,1.0,Tomato,1800,3500,2750
Channapatana,9/11/2017,1.0,Tomato,2000,3500,2900
Channapatana,21/11/2017,1.0,Tomato,2000,3750,2750
Channapatana,22/11/2017,1.0,Tomato,1800,3000,2500
Channapatana,23/11/2017,1.0,Tomato,1500,3000,2250
Channapatana,24/11/2017,1.0,Tomato,1500,3000,2300
Channapatana,25/11/2017,2.0,Tomato,1500,2750,2250
Channapatana,27/11/2017,1.0,Tomato,2000,3000,2500
Channapatana,28/11/2017,2.0,Tomato,1500,2000,1700
Channapatana,29/11/2017,2.0,Tomato,1250,2000,1650
Channapatana,30/11/2017,2.0,Tomato,1300,1600,1450
Chickkaballapura,1/11/2017,13.0,Tomato,1000,3300,2800
Chickkaballapura,3/11/2017,13.0,Tomato,1000,3000,2400
Chickkaballapura,4/11/2017,13.0,Tomato,1000,3000,2500
Chickkaballapura,5/11/2017,11.0,Tomato,1000,3000,2500
Chickkaballapura,6/11/2017,12.0,Tomato,1000,2800,2200
Chickkaballapura,7/11/2017,12.0,Tomato,1000,2800,2200
Chickkaballapura,8/11/2017,12.0,Tomato,1000,3000,2300
Chickkaballapura,10/11/2017,13.0,Tomato,1500,3500,2500
Chickkaballapura,11/11/2017,13.0,Tomato,1500,3500,2500
Chickkaballapura,12/11/2017,13.0,Tomato,1500,3600,2400
Chickkaballapura,13/11/2017,13.0,Tomato,1000,2800,2000
Chickkaballapura,14/11/2017,13.0,Tomato,1000,2800,2000
Chickkaballapura,15/11/2017,13.0,Tomato,1000,3000,2050
Chickkaballapura,17/11/2017,13.0,Tomato,1100,3300,2600
Chickkaballapura,18/11/2017,13.0,Tomato,1000,3000,2300
Chickkaballapura,19/11/2017,11.0,Tomato,1000,3000,2200
Chickkaballapura,20/11/2017,13.0,Tomato,1000,3000,2500
Chickkaballapura,21/11/2017,13.0,Tomato,1000,2900,2000
Chickkaballapura,22/11/2017,8.0,Tomato,1000,2300,2000
Chickkaballapura,24/11/2017,11.0,Tomato,1000,2500,1800
Chickkaballapura,25/11/2017,11.0,Tomato,1000,2500,1700
Chickkaballapura,26/11/2017,11.0,Tomato,1000,2500,1800
Chickkaballapura,27/11/2017,14.0,Tomato,1500,2300,1900
Chickkaballapura,28/11/2017,15.0,Tomato,1150,2600,1800
Chickkaballapura,29/11/2017,15.0,Tomato,1000,2600,1800
Chintamani,2/11/2017,115.0,Tomato,1333,3666,3000
Chintamani,3/11/2017,125.0,Tomato,1333,4000,3200
Chintamani,5/11/2017,110.0,Tomato,1333,4000,3333
Chintamani,6/11/2017,115.0,Tomato,1333,3666,3000
Chintamani,7/11/2017,120.0,Tomato,1333,3666,3000
Chintamani,8/11/2017,115.0,Tomato,1400,4000,3000
Chintamani,13/11/2017,130.0,Tomato,1333,3666,2666
Chintamani,14/11/2017,130.0,Tomato,1333,3666,2666
Chintamani,15/11/2017,126.0,Tomato,1333,4000,2666
Chintamani,16/11/2017,135.0,Tomato,1500,4333,3000
Chintamani,17/11/2017,125.0,Tomato,1500,4300,3400
Chintamani,18/11/2017,125.0,Tomato,1333,4000,2666
Chintamani,22/11/2017,84.0,Tomato,1333,3000,2666
Chintamani,23/11/2017,89.0,Tomato,2000,3133,2666
Chintamani,24/11/2017,111.0,Tomato,1400,3200,2400
Chintamani,25/11/2017,114.0,Tomato,1400,3200,2200
Chintamani,26/11/2017,105.0,Tomato,1400,3200,2400
Chintamani,27/11/2017,139.0,Tomato,2000,3000,2500
Chintamani,28/11/2017,152.0,Tomato,1500,3400,2400
Chintamani,29/11/2017,145.0,Tomato,1333,3400,2400
Chintamani,30/11/2017,155.0,Tomato,1333,3000,2333
Davangere,2/11/2017,2.0,Tomato,1900,2200,2050
Davangere,3/11/2017,4.0,Tomato,2000,2200,2100
Davangere,4/11/2017,3.0,Tomato,2000,2200,2100
Davangere,7/11/2017,3.0,Tomato,1500,2500,2000
Davangere,14/11/2017,3.0,Tomato,2000,2200,2100
Davangere,15/11/2017,3.0,Tomato,2000,2400,2200
Davangere,16/11/2017,3.0,Tomato,2000,2200,2100
Davangere,18/11/2017,3.0,Tomato,1500,2000,1750
Davangere,23/11/2017,3.0,Tomato,1500,2500,2000
Davangere,24/11/2017,3.0,Tomato,1500,2500,2000
Davangere,25/11/2017,3.0,Tomato,1700,1900,1800
Davangere,28/11/2017,3.0,Tomato,1400,1700,1550
Davangere,29/11/2017,3.0,Tomato,1400,1700,1550
Davangere,30/11/2017,3.0,Tomato,1600,1750,1650
Doddaballa Pur,2/11/2017,1.0,Tomato,1500,2000,1700
Doddaballa Pur,3/11/2017,1.0,Tomato,1500,2000,1700
Doddaballa Pur,4/11/2017,1.0,Tomato,1500,2000,1700
Doddaballa Pur,7/11/2017,1.0,Tomato,1500,2000,1700
Doddaballa Pur,8/11/2017,1.0,Tomato,1500,2000,1700
Doddaballa Pur,9/11/2017,1.0,Tomato,1500,2000,1700
Doddaballa Pur,10/11/2017,2.0,Tomato,1500,2000,1700
Doddaballa Pur,13/11/2017,1.0,Tomato,1500,2000,1700
Doddaballa Pur,14/11/2017,1.0,Tomato,1500,2000,1700
Doddaballa Pur,15/11/2017,2.0,Tomato,1500,2000,1700
Doddaballa Pur,16/11/2017,1.0,Tomato,1500,2000,1700
Doddaballa Pur,17/11/2017,1.0,Tomato,1500,2000,1700
Doddaballa Pur,18/11/2017,1.0,Tomato,1500,2000,1700
Doddaballa Pur,20/11/2017,1.0,Tomato,1500,2000,1750
Doddaballa Pur,21/11/2017,2.0,Tomato,1500,2000,1750
Doddaballa Pur,22/11/2017,1.0,Tomato,1500,2000,1750
Doddaballa Pur,23/11/2017,1.0,Tomato,1500,2000,1750
Doddaballa Pur,24/11/2017,1.0,Tomato,1500,2000,1750
Doddaballa Pur,25/11/2017,1.0,Tomato,1500,2000,1750
Doddaballa Pur,27/11/2017,1.0,Tomato,1500,2000,1750
Doddaballa Pur,28/11/2017,1.0,Tomato,1500,2000,1750
Doddaballa Pur,29/11/2017,1.0,Tomato,1500,2000,1750
Doddaballa Pur,30/11/2017,1.0,Tomato,1500,2000,1750
Gowribidanoor,3/11/2017,7.0,Tomato,800,1000,900
Gowribidanoor,10/11/2017,5.0,Tomato,1300,1450,1350
Gowribidanoor,16/11/2017,4.0,Tomato,950,1200,1000
Gowribidanoor,23/11/2017,5.0,Tomato,1250,1500,1400
Gundlupet,23/11/2017,21.0,Tomato,2000,2500,2400
Gundlupet,25/11/2017,10.0,Tomato,1600,2100,2000
Hassan,2/11/2017,11.0,Tomato,1823,2500,2000
Hassan,7/11/2017,13.0,Tomato,882,1800,905
Hassan,8/11/2017,12.0,Tomato,1000,2222,1900
Hassan,13/11/2017,4.0,Tomato,1000,2000,2000
Hassan,14/11/2017,11.0,Tomato,1869,2500,2287
Hassan,22/11/2017,14.0,Tomato,1767,3223,2450
Hassan,28/11/2017,17.0,Tomato,1695,2185,2180
Honnali,7/11/2017,4.0,Hybrid,2000,3000,2500
Honnali,8/11/2017,5.0,Tomato,1500,2500,2200
Honnali,16/11/2017,3.0,Tomato,2000,2500,2300
Honnali,20/11/2017,2.0,Tomato,2000,3000,2500
Honnali,23/11/2017,1.0,Tomato,2000,3000,2200
Honnali,28/11/2017,2.0,Hybrid,2000,2500,2300
Honnali,30/11/2017,1.0,Hybrid,2000,2500,2400
Hospet,3/11/2017,14.0,Tomato,700,1200,800
Hospet,7/11/2017,14.0,Tomato,700,2000,1000
Hospet,13/11/2017,13.0,Tomato,700,1000,900
Hospet,15/11/2017,10.0,Tomato,1000,1500,1200
Hospet,20/11/2017,12.0,Tomato,700,1600,1000
Hospet,28/11/2017,14.0,Tomato,600,1000,800
Hospet,29/11/2017,8.0,Tomato,700,1000,800
Malur,18/11/2017,50.0,Tomato,600,3000,2000
Malur,21/11/2017,2.0,Tomato,600,2500,1000
Malur,30/11/2017,75.0,Tomato,400,2800,1600
Mulabagilu,1/11/2017,16.0,Tomato,665,3335,2000
Mulabagilu,2/11/2017,13.0,Tomato,665,3335,2000
Mulabagilu,3/11/2017,20.0,Tomato,665,3000,1835
Mulabagilu,4/11/2017,21.0,Tomato,665,3335,2000
Mulabagilu,5/11/2017,15.0,Tomato,665,3665,2165
Mulabagilu,6/11/2017,17.0,Tomato,665,3535,2100
Mulabagilu,7/11/2017,12.0,Tomato,665,3665,2165
Mulabagilu,8/11/2017,15.0,Tomato,665,4000,2335
Mulabagilu,12/11/2017,10.0,Tomato,665,4000,2335
Mulabagilu,13/11/2017,13.0,Tomato,665,3335,2000
Mulabagilu,14/11/2017,13.0,Tomato,665,4000,2335
Mulabagilu,15/11/2017,13.0,Tomato,665,4000,2335
Mulabagilu,16/11/2017,16.0,Tomato,665,3665,2165
Mulabagilu,17/11/2017,16.0,Tomato,665,3335,2000
Mulabagilu,18/11/2017,14.0,Tomato,665,3665,2165
Mulabagilu,19/11/2017,19.0,Tomato,665,4000,2335
Mulabagilu,20/11/2017,14.0,Tomato,665,3665,2165
Mulabagilu,21/11/2017,15.0,Tomato,665,3335,2000
Mulabagilu,22/11/2017,24.0,Tomato,665,2665,1665
Mulabagilu,23/11/2017,21.0,Tomato,665,2665,1665
Mulabagilu,24/11/2017,17.0,Tomato,665,3335,2000
Mulabagilu,25/11/2017,20.0,Tomato,665,2665,1665
Mulabagilu,26/11/2017,21.0,Tomato,500,2665,1565
Mulabagilu,27/11/2017,24.0,Tomato,500,2665,1565
Mulabagilu,28/11/2017,19.0,Tomato,500,2665,1565
Mulabagilu,29/11/2017,15.0,Tomato,500,2665,1565
Mulabagilu,30/11/2017,19.0,Tomato,500,2800,1635
Ramanagara,22/11/2017,3.0,Tomato,2000,2500,2250
Ramanagara,23/11/2017,3.0,Tomato,2000,2600,2300
Ramanagara,28/11/2017,3.0,Tomato,2000,2300,2150
Ramanagara,29/11/2017,5.0,Tomato,1800,2000,1900
Ramanagara,30/11/2017,6.0,Tomato,1600,2000,1800
Srinivasapur,1/11/2017,24.0,Tomato,1333,3334,2533
Srinivasapur,2/11/2017,25.0,Tomato,1333,3000,2000
Srinivasapur,3/11/2017,27.0,Tomato,1000,2667,1333
Srinivasapur,4/11/2017,55.0,Tomato,1000,3667,2667
Srinivasapur,5/11/2017,45.0,Tomato,1467,3467,2400
Srinivasapur,6/11/2017,31.0,Tomato,1333,3867,2267
Srinivasapur,7/11/2017,34.0,Tomato,1467,4000,2733
Srinivasapur,8/11/2017,27.0,Tomato,1667,4000,2733
Srinivasapur,9/11/2017,51.0,Tomato,1233,3667,2667
